word,length,n_synsets,n_synonyms,n_consonants,n_vowels,n_hypernyms,n_hyponyms,n_consonantconjuncts,n_syllables,frequency,label
प्रहर्षित,0.857142857142857,0,0.116666666666667,1,0.666666666666667,0,0,1,1,2.65898515399956E-05,1
शादमन,0.285714285714286,0,0.116666666666667,0.5,0,0,0,0,0.666666666666667,9.74961223133171E-05,1
शाद,0,0.5,0.063333333333333,0,0,1,1,0,0,0.007836778247203,1
अम्लान,0.428571428571429,1,0.246666666666667,0.25,0.666666666666667,0,0,0.5,0.333333333333333,0.00101041435852,1
अविषाद,0.428571428571429,0,0.116666666666667,0.25,0.666666666666667,0,0,0,0.666666666666667,2.65898515399956E-05,1
आमोदित,0.428571428571429,0.5,0.15,0.25,0.666666666666667,0,0,0,0.666666666666667,0.000124085973853,1
हृष्ट,0.285714285714286,1,0.156666666666667,0.25,0.333333333333333,0,0,0.5,0,0.002062650746145,1
हृषु,0.142857142857143,1,1,0,0.333333333333333,0.5,0.296511627906977,0,0.333333333333333,0,1
हरीरी,0.285714285714286,0,0,0.25,0.333333333333333,0.3,0,0,0.666666666666667,0.001879016175493,1
अभिख्यान,0.666666666666667,0,0,0.5,0.8,0,0,0.5,0.5,0,1
आख्या,0.333333333333333,0.2,0.131578947368421,0,0.6,0.043478260869565,0.06,0.5,0.25,0.013891623879895,1
प्रतिख्याति,1,0,0,1,1,0,0,1,1,0,1
फॉर्म्युला,1,0.166666666666667,0,1,1,0,0.025210084033614,1,1,0,1
कनसुई,0.285714285714286,0.166666666666667,0.25,0.333333333333333,0.25,0.276595744680851,0,0,1,4.95616274055975E-06,1
सूता,0.142857142857143,0.166666666666667,0.642857142857143,0,0.25,0.702127659574468,0.109243697478992,0,0.5,0.001151347471296,1
तन्तु,0.285714285714286,0.666666666666667,0.857142857142857,0.333333333333333,0.25,0.531914893617021,0.588235294117647,0.5,0.5,0.002727320103997,1
बिरादरी,1,0.666666666666667,0.785714285714286,1,1,0.275862068965517,0.962441314553991,0,0.666666666666667,0.509469788151604,1
कौम,0,0,0.107142857142857,0,0.333333333333333,0,0.962441314553991,0,0,0.012073943420533,1
मुत्तसिल,0.714285714285714,0.5,1,0.75,0.666666666666667,0,0,0.5,0.666666666666667,6.42352047217757E-05,1
१ला,0,1,1,0,0,0.366666666666666,0,0,0,6.15802776349373E-06,1
1ला,0,1,1,0,0,0.366666666666666,0,0,0,3.70520541462404E-06,1
समालोचक,0.75,0.333333333333333,0.181818181818182,1,0.5,0,0,0,1,0,1
द्रष्टा,0.75,0,0.363636363636364,0.5,1,0,1,1,0.5,0.013890202258997,1
प्रेक्षक,1,0,0.363636363636364,1,1,0,1,1,0.5,0.039957972156554,1
पेखक,0,0,0.363636363636364,0,0,0,1,0,0,0,1
ईक्षक,0.25,0,0.363636363636364,0,0.5,0,1,0.5,0,0,1
समीक्षक,0.75,0,0,1,0.5,0,0,0.5,0.5,0.345254991011449,1
विवेचक,0.5,0,0,0.5,0.5,0,0,0,0.5,0.080140032169553,1
वीतराग,0.4,1,0.457142857142857,0.666666666666667,0,1,0,0,0.5,0.042904975072088,1
दाड़िम,0.4,0.076923076923077,0.10625,0.2,1,0.138576779026217,0.045454545454546,0,0,0.008068774444613,1
शुकवल्लभ,0.8,0.076923076923077,0.10625,0.8,0.5,0.138576779026217,0.045454545454546,0.5,0.666666666666667,0,1
दरमा,0,0,0,0.2,0,0,0.045454545454546,0,0,0.005458887751621,1
फलशाड़व,0.6,0.076923076923077,0.10625,0.6,0.5,0.138576779026217,0.045454545454546,0,0.333333333333333,0,1
मधुवीज,0.4,0,0,0.4,0.5,0,0.045454545454546,0,0.333333333333333,0,1
केशराम्ल,0.8,0.230769230769231,0.275,0.6,1,0.322097378277154,0.045454545454546,0.5,0.333333333333333,0,1
रोचन,0,1,1,0.2,0,1,0.136363636363636,0,0,0.001485636356386,1
पिंडीर,0.4,0,0.05625,0.2,1,0.127340823970037,0,0,0,0,1
शालमर्कट,0.8,0,0.05625,0.8,0.5,0.127340823970037,0,0.5,0.666666666666667,0,1
शालमर्कटक,1,0,0.05625,1,0.5,0.127340823970037,0,0.5,1,0,1
मणिबीज,0.4,0,0.05625,0.4,0.5,0.127340823970037,0,0,0.333333333333333,0,1
अम्लकेशर,0.8,0,0.05625,0.6,1,0.127340823970037,0,0.5,0.666666666666667,0,1
मुखवल्लभ,0.8,0,0.05625,0.8,0.5,0.127340823970037,0,0.5,0.666666666666667,0,1
पर्वरुह,0.6,0,0.05625,0.6,0.5,0.127340823970037,0,0.5,0.333333333333333,0,1
रक्तपुष्प,1,0.384615384615385,0.51875,0.8,1,0.408239700374532,1,1,0.333333333333333,0.00010307843842,1
नीलपत्र,0.6,0.153846153846154,0.19375,0.6,0.5,0.318352059925094,0,0.5,0.666666666666667,0,1
मुद्दई,0.272727272727273,0.25,0.043010752688172,0.166666666666667,0.5,0.132743362831858,0,0.25,0.25,0.000106245462433,1
रिपु,0.090909090909091,0.25,0.005376344086022,0,0.333333333333333,0.017699115044248,0,0,0.25,0.003010288102279,1
प्रतिद्वन्द्वी,1,0.25,0.048387096774194,1,1,0.079646017699115,0.191176470588235,1,1,0.00540081100703,1
मुखालिफ,0.363636363636364,0.25,0.043010752688172,0.333333333333333,0.5,0.132743362831858,0,0,0.5,0.001496290262603,1
मुख़ालिफ़,0.545454545454545,0.25,0.043010752688172,0.333333333333333,0.833333333333333,0.132743362831858,0,0,0.5,0.001000478104581,1
रकीब,0.090909090909091,0.25,0.048387096774194,0.166666666666667,0.166666666666667,0.079646017699115,0.191176470588235,0,0.25,0.009482407522179,1
रक़ीब,0.181818181818182,0.25,0.048387096774194,0.166666666666667,0.333333333333333,0.079646017699115,0.191176470588235,0,0.25,0,1
अराति,0.181818181818182,0.75,0.075268817204301,0,0.5,0.451327433628319,0,0,0.5,0.000221344713403,1
अमित्र,0.272727272727273,0,0,0.166666666666667,0.5,0,0,0.25,0.5,0.001124431144087,1
अरिंद,0.181818181818182,0,0,0,0.5,0,0,0,0.25,2.65613656083438E-05,1
द्विष,0.181818181818182,0,0,0.166666666666667,0.333333333333333,0,0,0.25,0.25,8.8537885361146E-06,1
अरिन्द,0.272727272727273,0,0,0.166666666666667,0.5,0,0,0.25,0.25,1.77075770722292E-05,1
अरुंतुद,0.363636363636364,0,0,0.166666666666667,0.666666666666667,0,0,0,0.5,0,1
तपु,0,0.5,1,0,0.166666666666667,0.035398230088496,1,0,0,8.23482576863806E-05,1
युधान,0.181818181818182,0.5,0.086021505376344,0.166666666666667,0.333333333333333,0.141592920353982,0,0,0.25,0,1
प्रतिकंचुक,0.636363636363636,0,0,0.666666666666667,0.666666666666667,0,0,0.25,1,0,1
प्रतिकञ्चुक,0.727272727272727,0,0,0.833333333333333,0.666666666666667,0,0,0.5,1,0,1
कैरव,0.090909090909091,1,0.360215053763441,0.166666666666667,0.166666666666667,1,0.073529411764706,0,0.25,0.000931460613624,1
विद्वेषी,0.454545454545454,0,0,0.333333333333333,0.666666666666667,0,0,0.25,0.5,0.0006374727746,1
असुहृदय,0.363636363636364,0,0,0.333333333333333,0.5,0,0,0,0.75,0,1
आराति,0.181818181818182,0,0,0,0.5,0,0,0,0.5,2.65613656083438E-05,1
परिपंथी,0.363636363636364,0,0,0.333333333333333,0.5,0,0,0,0.75,0,1
परिपंथक,0.363636363636364,0,0,0.5,0.333333333333333,0,0,0,0.75,0,1
परिपंथिक,0.454545454545454,0,0,0.5,0.5,0,0,0,0.75,0,1
परिपन्थी,0.454545454545454,0,0,0.5,0.5,0,0,0.25,0.75,0,1
परिपन्थक,0.454545454545454,0,0,0.666666666666667,0.333333333333333,0,0,0.25,0.75,0,1
परिपन्थिक,0.545454545454545,0,0,0.666666666666667,0.5,0,0,0.25,0.75,0,1
प्रसृति,1,1,1,1,1,1,0.312765957446808,1,1,0,1
व्याकुल,0.571428571428571,0,0.120689655172414,0.666666666666667,0.6,0,0,0.5,0.666666666666667,0.16675898572132,1
आतुर,0.142857142857143,0.4,0.160919540229885,0,0.4,0,0,0,0.333333333333333,0.486439801249936,1
अधीर,0.142857142857143,0.4,0.247126436781609,0,0.4,0,0,0,0.333333333333333,0.091703594288528,1
कातर,0.142857142857143,0.2,0,0.333333333333333,0.2,0.18018018018018,0,0,0.333333333333333,0.050344657804038,1
बेकल,0.142857142857143,0,0.120689655172414,0.333333333333333,0.2,0,0,0,0.333333333333333,0.022095027080256,1
विकल,0.142857142857143,0.2,0.195402298850575,0.333333333333333,0.2,0,0,0,0.333333333333333,0.209917134158082,1
अधीरज,0.285714285714286,0,0.126436781609195,0.333333333333333,0.4,0.054054054054054,0,0,0.666666666666667,0.000607568463442,1
अधैर्य,0.428571428571429,0,0.126436781609195,0.333333333333333,0.6,0.054054054054054,0,0.5,0.666666666666667,0.012206602765518,1
अधैर्यवान्,1,0.2,0.224137931034483,1,1,0,0,1,1,3.07730182176268E-05,1
अधैर्यवान,0.857142857142857,0.2,0.224137931034483,1,0.8,0,0,0.5,1,0.000307730182176,1
विभोर,0.285714285714286,0.4,0.482758620689655,0.333333333333333,0.4,0,0,0,0.333333333333333,0.122682313138187,1
आकुलित,0.428571428571429,0.2,0.160919540229885,0.333333333333333,0.6,0,0,0,0.666666666666667,0.00066104428959,1
आकुलीभत,0.571428571428571,0,0.120689655172414,0.666666666666667,0.6,0,0,0,1,0,1
गहबर,0.142857142857143,1,0.614942528735632,0.666666666666667,0,0,0,0,0.666666666666667,0.000885906980056,1
आधूत,0.142857142857143,0.2,0.206896551724138,0,0.4,0,0,0,0.333333333333333,0.000153865091088,1
अंतर्मना,0.714285714285714,0.4,0.28735632183908,0.666666666666667,0.8,0,0,0.5,0.666666666666667,0.000322809763301,1
अन्तर्मना,0.857142857142857,0.4,0.28735632183908,1,0.8,0,0,1,0.666666666666667,0.00012415760127,1
व्यतिरेक,0.625,0.1,0.223776223776224,0.75,0.6,0.120967741935484,0.020080321285141,0.5,1,0.000465616319073,1
अभिप्राय,0.625,0.1,0.258741258741259,0.5,0.8,0.120967741935484,0.036813922356091,0.5,1,0.017384339868736,1
अध्यवसान,0.625,0.3,0.447552447552448,0.75,0.6,0.225806451612903,0.05087014725569,0.5,1,7.87811410848906E-05,1
संभूति,0.333333333333333,0.125,0.006896551724138,0.25,0.666666666666667,0.025974025974026,0,0,0.5,1.33897488083124E-05,1
विद्यमानता,1,0.125,0.062068965517241,1,1,0.097402597402597,0.036363636363636,0.5,1,0.001345669755235,1
मुश्क,0,0,0,0.25,0.333333333333333,0,0,1,0,0.003222267564803,1
कस्तूरी,0.5,0.5,0.035714285714286,0.5,0.666666666666667,0.038461538461539,0,1,0.5,0.016222633249774,1
कस्तूर,0.25,0.5,0.571428571428571,0.5,0.333333333333333,0.576923076923077,0,1,0.25,0.00091156253478,1
कुरंगनाभि,1,0,0,0.75,1,0,0,0,1,0,1
मृगांडजा,0.75,0,0,0.5,1,0,0,0,0.5,0,1
अंडजा,0,0,0,0,0.666666666666667,0,0,0,0.25,0,1
अण्डजा,0.25,0,0,0.25,0.666666666666667,0,0,1,0.25,0,1
कस्तूरिका,1,0,0,0.75,1,0,0,1,0.75,3.70984752526671E-05,1
कस्तुरिका,1,0,0,0.75,1,0,0,1,0.75,1.05995643579049E-05,1
मृगमद,0,0,0,0.5,0,0,0,0,0.5,5.82976039684769E-05,1
शितिचंदन,0.75,0,0,0.75,0.666666666666667,0,0,0,0.75,0,1
शितिचन्दन,1,0,0,1,0.666666666666667,0,0,1,0.75,0,1
मृगमदा,0.25,0,0,0.5,0.333333333333333,0,0,0,0.5,0,1
मृगमेद,0.25,0,0,0.5,0.333333333333333,0,0,0,0.5,0,1
मृगरोचन,0.5,0,0,0.75,0.333333333333333,0,0,0,0.75,0,1
वेधमुख्या,1,0,0,0.75,1,0,0,1,0.75,0,1
मृगजा,0,0,0,0.25,0.333333333333333,0,0,0,0.25,1.05995643579049E-05,1
मार्जारी,0.75,1,1,0.5,1,1,1,1,0.5,0.000984005949731,1
मृगनाभि,0.5,0,0,0.5,0.666666666666667,0,0,0,0.75,5.29978217895245E-06,1
मृगनाभिजा,1,0,0,0.75,1,0,0,0,1,0,1
कुरंगसार,0.75,0,0,0.75,0.666666666666667,0,0,0,0.75,0,1
अर्हण,0.4,1,1,0,0.666666666666667,0.666666666666667,1,1,0,0,1
मरकरी,0.25,0,0,0.4,0,0,0,0,0.5,0.028574902723736,1
सोमराजसुत,0.75,0,0,0.8,0.666666666666667,0,0,0,1,0,1
सोमसुत,0.375,0,0,0.4,0.333333333333333,0,0,0,0.5,0,1
सोमज,0.125,1,0.470588235294118,0.2,0,0.833333333333333,0.289473684210526,0,0.25,6.07976653696498E-05,1
चंद्रज,0.375,0,0,0.4,0.333333333333333,0,0,0.5,0.25,0,1
चन्द्रज,0.5,0,0,0.6,0.333333333333333,0,0,1,0.25,0,1
शशांकज,0.375,0,0,0.4,0.333333333333333,0,0,0,0.5,0,1
शशाङ्कज,0.5,0,0,0.6,0.333333333333333,0,0,0.5,0.5,0,1
शशांकसुत,0.625,0,0,0.6,0.666666666666667,0,0,0,0.75,0,1
शशाङ्कसुत,0.75,0,0,0.8,0.666666666666667,0,0,0.5,0.75,0,1
शशिज,0.125,1,1,0.2,0,0.5,1,0,0.25,0.000243190661479,1
शशितनय,0.375,0,0,0.6,0,0,0,0,0.75,0,1
शशिपुत्र,0.625,0,0,0.6,0.666666666666667,0,0,0.5,0.75,0,1
वैधव,0.125,0,0,0.2,0,0,0,0,0.25,6.07976653696498E-05,1
तारेय,0.25,1,0.411764705882353,0.2,0.333333333333333,0.333333333333333,0,0,0.5,0,1
अमरख,0.25,0.333333333333333,0.490566037735849,0.5,0,0.444444444444444,0.689655172413793,0,0.666666666666667,0.000402262421376,1
अमर्षण,0.75,0.333333333333333,0.566037735849057,1,0.5,0.587301587301587,0.689655172413793,1,0.666666666666667,0,1
व्यारोष,1,0,0.452830188679245,1,1,0.333333333333333,0.689655172413793,1,0.666666666666667,0,1
असूया,0.5,1,0.981132075471698,0,1,1,0.689655172413793,0,0.666666666666667,0,1
मत्सर,0.5,0.333333333333333,0.943396226415094,1,0,0.587301587301587,0.689655172413793,1,0.333333333333333,0.002911249065304,1
अवलंब,0.5,0.125,0.120879120879121,0.5,0.5,0.123809523809524,0.185365853658537,0,0.666666666666667,0.001388754572643,1
अवलम्ब,0.666666666666667,0.125,0.120879120879121,0.75,0.5,0.123809523809524,0.185365853658537,0.5,0.666666666666667,0.001825592865446,1
अधिष्ठान,1,0.5,0.269230769230769,0.75,1,0.342857142857143,0.751219512195122,0.5,0.666666666666667,0.002029241055873,1
आलम्ब,0.5,0.375,0.175824175824176,0.5,0.5,0.457142857142857,0.185365853658537,0.5,0.333333333333333,0.000260798980778,1
अलंब,0.333333333333333,0.25,0.098901098901099,0.25,0.5,0.333333333333333,0.160975609756098,0,0.333333333333333,0,1
अलम्ब,0.5,0.25,0.098901098901099,0.5,0.5,0.333333333333333,0.160975609756098,0.5,0.333333333333333,2.92442980929793E-06,1
अवष्टंभ,0.833333333333333,1,1,0.75,0.75,1,0.390243902439024,0.5,0.666666666666667,0,1
अवष्टम्भ,1,1,1,1,0.75,1,0.390243902439024,1,0.666666666666667,7.80968488152843E-06,1
अवलंबन,0.666666666666667,0.125,0.027472527472528,0.75,0.5,0.104761904761905,0.024390243902439,0,1,0.004400250864877,1
अवलम्बन,0.833333333333333,0.125,0.027472527472528,1,0.5,0.104761904761905,0.024390243902439,0.5,1,0.004713831960995,1
चय,0,0.625,0.32967032967033,0.25,0,0.685714285714286,0.219512195121951,0,0,0.035966005326625,1
उजास,0.2,0.166666666666667,0.296296296296296,0,0.25,0.441441441441441,0.098591549295775,0,0.333333333333333,0.004635206332988,1
उजीता,0.4,0,0,0,0.5,0,0,0,0.666666666666667,2.32929201169305E-05,1
द्युतिमा,1,0.166666666666667,0.296296296296296,0.666666666666667,0.75,0.441441441441441,0.098591549295775,1,1,3.75016693607418E-06,1
मरीचि,0.4,0.666666666666667,0.177777777777778,0.333333333333333,0.25,1,0.253521126760563,0,0.666666666666667,0.001409524847832,1
हिरण्य,0.6,1,1,0.666666666666667,0.25,0.441441441441441,0.133802816901408,1,0.666666666666667,0.008360959716212,1
मतदाता,0.6,0,0,0.666666666666667,0.5,0,0,0,1,1,1
ओटर,0,0,0,0,0,0,0,0,0,0,1
निर्वाचक,1,1,1,1,1,1,1,1,0.5,0.024352536522813,1
दलन,0,0.75,0.475806451612903,0.25,0,0.364864864864865,0.181818181818182,0,0.333333333333333,0.00688371219121,1
अवध्वंस,0.571428571428571,0.75,0.564516129032258,0.5,0.6,0.675675675675676,0.518181818181818,0.5,0.666666666666667,0,1
अवसन्नता,0.714285714285714,1,1,0.75,0.6,0.756756756756757,1,0.5,1,0.000122412820366,1
अवसन्नत्व,0.857142857142857,1,1,1,0.6,0.756756756756757,1,1,1,0,1
आविर्भाव,0.625,0.333333333333333,0.263157894736842,0.5,0.75,0.153846153846154,0.056179775280899,0.5,0.666666666666667,0.003763970725947,1
प्रादुर्भाव,1,0.333333333333333,0.263157894736842,1,1,0.153846153846154,0.056179775280899,1,1,0.004770046474741,1
अभ्युत्थान,0.875,1,0.473684210526316,0.75,1,0.615384615384615,0,1,0.666666666666667,0.001313059603355,1
प्रोथ,0.333333333333333,0.3,0.327433628318584,0.333333333333333,0.5,0.415094339622641,0.244047619047619,1,0.333333333333333,2.0652083213704E-05,1
संग्रह,1,0.5,0.346153846153846,1,0.5,0.284810126582278,0.076271186440678,1,0,1,1
संकलन,0.5,0.5,0.346153846153846,1,0,0.284810126582278,0.076271186440678,0,1,0.235549520552538,1
संहृति,1,0.333333333333333,0.269230769230769,0,1,0.265822784810127,0.076271186440678,0,1,0,1
संहिता,1,1,1,0,1,1,0.059322033898305,0,1,0.476277040664512,1
अवचय,0,0.166666666666667,0.115384615384615,0,0,0.006329113924051,0.008474576271186,0,1,0,1
उच्चय,0.5,0.333333333333333,0.846153846153846,0,0.5,0.088607594936709,1,1,0,1.1840576528561E-05,1
हत्था,0.666666666666667,0.75,0.422222222222222,1,0.666666666666667,1,0.7,1,0.5,0.5257094495397,1
मुठिया,1,0,0.155555555555556,1,1,0,0.7,0,1,0.001692661105066,1
मलिन,0.333333333333333,1,1,1,0.333333333333333,0.461538461538462,0.9,0,0.5,0.020063371656217,1
फिजा,0.2,0,0,0,0.333333333333333,0,0,0,0.333333333333333,0.034859230019884,1
कांति,0.4,0.083333333333333,0.111731843575419,0,0.666666666666667,0.212121212121212,0.055555555555556,0,0.333333333333333,0.015567444443434,1
कान्ति,0.6,0.083333333333333,0.111731843575419,0.333333333333333,0.666666666666667,0.212121212121212,0.055555555555556,0.5,0.333333333333333,0.004801396322813,1
रमणीयता,0.8,0.083333333333333,0.083798882681564,1,0.333333333333333,0.064935064935065,0.023809523809524,0,1,0.001793397476604,1
जीनत,0.2,0.166666666666667,0.083798882681564,0.333333333333333,0,0.082251082251082,0.043650793650794,0,0.333333333333333,0.022294824720857,1
फिज़ा,0.4,0,0,0,0.666666666666667,0,0,0,0.333333333333333,0.00013237682286,1
इंदिरा,0.6,0.25,0.167597765363128,0,1,0.077922077922078,0.01984126984127,0,0.666666666666667,0.286379671096457,1
इन्दिरा,0.8,0.25,0.167597765363128,0.333333333333333,1,0.077922077922078,0.01984126984127,0.5,0.666666666666667,0.023751665266095,1
चक्रवर्ती,0.555555555555556,0.333333333333333,0.227272727272727,0.8,0.5,0.631578947368421,0.375,1,0.5,0.647353267473189,1
यूथप,0,0,0.015151515151515,0.2,0.166666666666667,0.31578947368421,0.375,0,0,0.000105657985102,1
यूथपति,0.222222222222222,0,0.015151515151515,0.4,0.333333333333333,0.31578947368421,0.375,0,0.25,0.000845263880818,1
बथुआ,0,0,0,0,0.333333333333333,0,0,0,0,0.052523079680918,1
बाथू,0,0,0,0,0.333333333333333,0,0,0,0,0.024917092408354,1
शाकवीर,0.222222222222222,0.333333333333333,0.212121212121212,0.4,0.333333333333333,0.105263157894737,0.25,0,0.25,8.9629828807027E-05,1
कंकेल,0.111111111111111,0,0,0.2,0.333333333333333,0,0,0,0,8.9629828807027E-05,1
वस्तुकी,0.333333333333333,0,0,0.4,0.5,0,0,0.5,0.25,0,1
पिंडपुष्पक,0.666666666666667,0,0,0.8,0.666666666666667,0,0,0.5,0.5,8.9629828807027E-05,1
पिण्डपुष्पक,0.777777777777778,0,0,1,0.666666666666667,0,0,1,0.5,8.9629828807027E-05,1
श्वानचिल्लिका,1,0,0,1,1,0,0,1,1,8.9629828807027E-05,1
शाकश्रेष्ठ,0.666666666666667,0,0,0.8,0.666666666666667,0,0,1,0.25,8.9629828807027E-05,1
सलमह,0,0,0,0.4,0,0,0,0,0.25,0.001434077260912,1
शुनकचिल्ली,0.666666666666667,0,0,0.8,0.666666666666667,0,0,0.5,0.75,8.9629828807027E-05,1
पांशुपत्र,0.555555555555556,0,0,0.6,0.666666666666667,0,0,0.5,0.5,0,1
नुत्फा,0.428571428571429,0.111111111111111,0.34453781512605,0.25,0.666666666666667,0.174311926605505,0.385214007782101,0.5,0.333333333333333,0.003173780685278,1
बाहुमूल,1,0.166666666666667,0.025,1,1,0.1,0,0,1,5.18318809513726E-06,1
कँखौरी,0.8,0.166666666666667,0.125,0.666666666666667,1,0.022222222222222,0,0,1,2.0732752380549E-06,1
कखौरी,0.6,0.166666666666667,0.125,0.666666666666667,0.666666666666667,0.022222222222222,0,0,1,2.0732752380549E-06,1
कंखौरी,0.8,0.166666666666667,0.125,0.666666666666667,1,0.022222222222222,0,0,1,7.25646333319216E-06,1
पार्श्व,1,1,0.625,1,1,0.422222222222222,0.016129032258065,1,0,0.022255075734269,1
छरीला,0.333333333333333,0,0,0,0.5,0,0,0,0.5,0,1
शैलज,0,0.166666666666667,0.195121951219512,0,0,0.266666666666667,0,0,0,0.000677414984419,1
शैलाख्य,1,0,0,0.5,1,0,0,1,0.5,0,1
पथरफूल,0.666666666666667,0,0,1,0,0,0,0,1,0,1
शैलाज,0.333333333333333,0.333333333333333,0.390243902439024,0,0.5,0.533333333333333,0,0,0,6.77414984419455E-05,1
आसन,0,1,0.814814814814815,0,0,1,0.555555555555556,0,0,0.044755626257857,1
श्रीकांत,0.555555555555556,0,0,0.4,0.8,0,0,0.333333333333333,0.5,0.107986103174785,1
रमाकान्त,0.555555555555556,0,0,0.6,0.6,0,0,0.333333333333333,0.5,0.004708463806542,1
रमापति,0.333333333333333,0,0,0.4,0.4,0,0,0,0.5,0.006159859203218,1
कमलापति,0.444444444444444,0,0,0.6,0.4,0,0,0,0.75,0.005097026353683,1
लक्ष्मीकांत,0.888888888888889,0,0,0.8,1,0,0,0.666666666666667,0.5,0.062741423053187,1
लक्ष्मीकान्त,1,0,0,1,1,0,0,1,0.5,0.003759914059107,1
रमाधव,0.222222222222222,0,0,0.4,0.2,0,0,0,0.5,4.57132408402094E-05,1
अच्युत,0.333333333333333,0.0625,0.215291750503018,0.2,0.6,0.329577464788732,0.00398406374502,0.333333333333333,0.25,0.006408721090657,1
चक्रधर,0.333333333333333,0.0625,0.004024144869215,0.6,0.2,0.002816901408451,0,0.333333333333333,0.5,0.040479074764005,1
चक्रपाणि,0.555555555555556,0,0,0.6,0.6,0,0,0.333333333333333,0.75,0.005314164247674,1
त्रिविक्रम,0.777777777777778,0,0,0.8,0.8,0,0,0.666666666666667,0.75,0.001474252017097,1
विश्वम्भर,0.666666666666667,0.0625,0.229376257545272,0.8,0.6,0.03943661971831,0.122709163346614,0.666666666666667,0.5,0.00172714937575,1
श्रीनिवास,0.666666666666667,0,0,0.6,0.8,0,0,0.333333333333333,0.75,0.059118648716601,1
अंबरीष,0.333333333333333,0.125,0.287726358148893,0.2,0.6,0.107042253521127,0.003187250996016,0,0.5,0.000886659485648,1
श्रीरमण,0.444444444444444,0.0625,0.002012072434608,0.6,0.4,0.042253521126761,0,0.333333333333333,0.75,0.000194281273571,1
पुंडरीकाक्ष,0.888888888888889,0,0,0.8,1,0,0,0.333333333333333,0.75,0.000125711412311,1
असुरारि,0.444444444444444,0.0625,0.072434607645875,0.2,0.8,0.005633802816901,1,0,0.75,1.14283102100523E-05,1
अनीश,0.111111111111111,0.125,0.06841046277666,0,0.4,0.036619718309859,0.136254980079681,0,0.25,0.013760647102045,1
अन्नाद,0.333333333333333,0,0,0.2,0.6,0,0,0.333333333333333,0.25,0.000217137893991,1
गरुड़गामी,0.666666666666667,0.0625,0.215291750503018,0.6,0.8,0.329577464788732,0.00398406374502,0,0.75,0,1
गरुड़ध्वज,0.666666666666667,0.0625,0.006036217303823,0.8,0.6,0.03943661971831,0,0.333333333333333,0.5,3.4284930630157E-05,1
श्रीश,0.222222222222222,0,0,0.2,0.4,0,0,0.333333333333333,0.25,0.015439647093781,1
अब्धिशय,0.444444444444444,0,0,0.4,0.6,0,0,0.333333333333333,0.5,0,1
डाकोर,0.222222222222222,0,0,0.2,0.4,0,0,0,0.25,0.001234257502686,1
सहस्रजित्,0.666666666666667,0.125,0.054325955734407,0.8,0.6,0.019718309859155,0,0.666666666666667,0.75,8.3640461945024E-06,1
सहस्रचरण,0.555555555555556,0,0,1,0.2,0,0,0.333333333333333,1,0,1
सहस्रचित्त,0.777777777777778,0,0,1,0.6,0,0,0.666666666666667,0.75,0,1
शारंगपाणि,0.666666666666667,0.125,0.378269617706237,0.6,0.8,0.211267605633803,0.003187250996016,0,1,0,1
शारंगपानि,0.666666666666667,0.125,0.378269617706237,0.6,0.8,0.211267605633803,0.003187250996016,0,1,0,1
अब्धिशयन,0.555555555555556,0,0,0.6,0.6,0,0,0.333333333333333,0.75,0,1
कमलनयन,0.333333333333333,0.0625,0.215291750503018,0.8,0,0.329577464788732,0.00398406374502,0,1,0.002153257845034,1
कमलनाभि,0.444444444444444,0,0,0.6,0.4,0,0,0,1,0,1
कैटभारि,0.444444444444444,0,0,0.4,0.6,0,0,0,0.75,2.28566204201047E-05,1
खगासन,0.222222222222222,0,0,0.4,0.2,0,0,0,0.5,0,1
जनेश्वर,0.444444444444444,0,0,0.6,0.4,0,0,0.333333333333333,0.5,0.014879659893488,1
त्रिलोकेश,0.666666666666667,0.125,0.237424547283702,0.6,0.8,0.104225352112676,0.122709163346614,0.333333333333333,0.75,6.28054318454439E-05,1
महाभाग,0.333333333333333,0,0,0.4,0.4,0,0,0,0.5,0.001611391739617,1
वारुणीश,0.444444444444444,0,0,0.4,0.6,0,0,0,0.5,0,1
व्यंकटेश्वर,0.888888888888889,0,0,1,0.8,0,0,0.666666666666667,1,0.000159996342941,1
शेषशायी,0.444444444444444,0,0,0.4,0.6,0,0,0,0.75,0.001337112294576,1
श्रीकान्त,0.666666666666667,0,0,0.6,0.8,0,0,0.666666666666667,0.5,0.00650270850952,1
अम्बरीष,0.444444444444444,0.125,0.287726358148893,0.4,0.6,0.107042253521127,0.003187250996016,0.333333333333333,0.5,0.001454121556463,1
सर्वेश्वर,0.666666666666667,0,0,0.8,0.6,0,0,0.666666666666667,0.5,0.018651002262806,1
सारंगपाणि,0.666666666666667,0,0,0.6,0.8,0,0,0,1,0.00010285479189,1
हृषिकेश,0.444444444444444,0,0,0.4,0.6,0,0,0,0.5,0.007462686567164,1
हृषीकेश,0.444444444444444,0.125,0.237424547283702,0.4,0.6,0.357746478873239,0.00398406374502,0,0.5,0.002122051209599,1
हिरण्यकेश,0.666666666666667,0,0,0.8,0.6,0,0,0.333333333333333,0.75,0,1
बाणारि,0.333333333333333,0,0,0.2,0.6,0,0,0,0.5,0,1
हिरण्यगर्भ,0.777777777777778,0.25,0.130784708249497,1,0.6,0.123943661971831,0.006374501992032,0.666666666666667,0.75,0.002963505040605,1
